BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5
7,"","estienne:hal-02974826","Estienne, Th{\'e}o; Lerousseau, Marvin; Vakalopoulou, Maria; Andres, Emilie Alvarez; Battistella, Enzo; Carr{\'e}, Alexandre; Chandra, Siddhartha; Christodoulidis, Stergios; Sahasrabudhe, Mihir; Sun, Roger; Robert, Charlotte; Talbot, Hugues; Paragios, Nikos & Deutsch, Eric","Deep Learning-Based Concurrent Brain Registration and Tumor Segmentation","{Frontiers in Computational Neuroscience}",Multimodal Brain Tumor Segmentation and Beyond,,"March","",2020,"","","https://hal.archives-ouvertes.fr/hal-02974826","","","","","","{Frontiers}","","","","","","","","","brain tumor segmentation ; deformable registration ; multi-task networks ; deep learning ; convolutional neural networks","https://hal.archives-ouvertes.fr/hal-02974826/file/Frontiers%281%29.pdf",""
7,"","frere:hal-02964653","FRERE, Maxime; Hendel, Martin & Royon, Laurent","COUPLAGE DE MATERIAUX FRAIS, PERMEABLES ET ARROSAGE URBAIN : EVALUATION D'UN DEMONSTRATEUR D'ILOT DE FRAICHEUR URBAIN","{Publications de l'Association Internationale de Climatologie}",,,"July","",2020,"","","https://hal.archives-ouvertes.fr/hal-02964653","","","","","","","","","","","","","","","urban heat island ; permeable materials ; reflective materials ; urban watering ; {\^i}lot de chaleur urbain ; mat{\'e}riaux perm{\'e}ables ; mat{\'e}riaux r{\'e}fl{\'e}chissants ; arrosage urbain","https://hal.archives-ouvertes.fr/hal-02964653/file/AIC_FRERE_2020_HAL.pdf",""
7,"","gacem:hal-02172928","Gacem, Amina; Monacelli, Eric; Wang, Ting; Rabreau, Olivier & Al-ani, Tarik","Assessment of wheelchair skills based on analysis of driving style","{Cognition, Technology and Work}",,,"February","",2020,"","","https://hal.uvsq.fr/hal-02172928","","","","","","{Springer Verlag}","","","","","","","","","","",""
7,"","ghaffarinejad:hal-02318788","Ghaffarinejad, Ali; Yavand Hasani, Javad; Galayko, Dimitri & Basset, Philippe","Superior performance of half-wave to full-wave rectifier as a power conditioning circuit for triboelectric nanogenerators: Application to contact-separation and sliding mode TENG","{Nano Energy}",66,,"December","104137",2019,"","","https://hal.archives-ouvertes.fr/hal-02318788","","","","","","{Elsevier}","","","","","","","","","","",""
7,"","gnamele:hal-02424029","GNAM{\'E}L{\'E}, N'tcho Assoukpou Jean; OUATTARA, Yelakan Berenger; KOBEA, Tokpa Arsene; Baudoin, Genevi{\`e}ve & Laheurte, Jean-Marc","KNN and SVM Classification for Chainsaw Identification in the Forest Areas","{International journal of advanced computer science and applications (IJACSA)}",10,12,"December","",2019,"","","https://hal.archives-ouvertes.fr/hal-02424029","","","","","","{The Science and Information Organization}","","","","","","","","","forest monitoring ; sound recognition ; MFCC ; SVM Algorithm ; ESYCOM (FRE 2028) UPEM ; Marne-la-vall{\'e}e ; France Keywords-KNN Algorithm ; machine learning","https://hal.archives-ouvertes.fr/hal-02424029/file/Paper_70-KNN_and_SVM_Classification_for_Chainsaw_Sound.pdf",""
7,"","grossiord:hal-02155801","Grossiord, Elo{\"i}se; Passat, Nicolas; Talbot, Hugues; Naegel, Beno{\^i}t; Kanoun, Salim; Tal, Ilan; Terv{\'e}, Pierre; Ken, Sol{\'e}akh{\'e}na; Casasnovas, Olivier; Meignan, Michel & Najman, Laurent","Shaping for PET image analysis","{Pattern Recognition Letters}",131,,"","307-313",2020,"","","https://hal.archives-ouvertes.fr/hal-02155801","","","","","","{Elsevier}","","","","","","","","","","https://hal.archives-ouvertes.fr/hal-02155801/file/Grossiord%20PRL%202019.pdf",""
7,"","grossiord:hal-02155801","Grossiord, Elo{\"i}se; Passat, Nicolas; Talbot, Hugues; Naegel, Beno{\^i}t; Kanoun, Salim; Tal, Ilan; Terv{\'e}, Pierre; Ken, Sol{\'e}akh{\'e}na; Casasnovas, Olivier; Meignan, Michel & Najman, Laurent","Shaping for PET image analysis","{Pattern Recognition Letters}",131,,"","307-313",2020,"","","https://hal.archives-ouvertes.fr/hal-02155801","","","","","","{Elsevier}","","","","","","","","","","https://hal.archives-ouvertes.fr/hal-02155801/file/Grossiord%20PRL%202019.pdf",""
7,"","gupta:hal-02888888","Gupta, Pooja; Maggu, Jyoti; Majumdar, Angshul; Chouzenoux, Emilie & Chierchia, Giovanni","DeConFuse: a deep convolutional transform-based unsupervised fusion framework","{EURASIP Journal on Advances in Signal Processing}",26,,"","",2020,"","","https://hal.archives-ouvertes.fr/hal-02888888","","","","","","{SpringerOpen}","","","","","","","","","Deep learning ; Information fusion ; Convolution ; Financial forecasting ; Stock trading","https://hal.archives-ouvertes.fr/hal-02888888/file/s13634-020-00684-5.pdf",""
7,"","hadi:hal-02423981","Hadi, Muhammad Usman; Kantana, Chouaib; Traverso, Pier; Tartarini, Giovanni; Venard, Olivier; Baudoin, Genevi{\`e}ve & Polleux, Jean-Luc","Assessment of digital predistortion methods for DFB-SSMF radio-over-fiber links linearization","{Microwave and Optical Technology Letters}",,,"January","",2020,"","","https://hal.archives-ouvertes.fr/hal-02423981","","","","","","{Wiley}","","","","","","","","","","",""
7,"","hadi:hal-02423981","Hadi, Muhammad Usman; Kantana, Chouaib; Traverso, Pier; Tartarini, Giovanni; Venard, Olivier; Baudoin, Genevi{\`e}ve & Polleux, Jean-Luc","Assessment of digital predistortion methods for DFB-SSMF radio-over-fiber links linearization","{Microwave and Optical Technology Letters}",,,"January","",2020,"","","https://hal.archives-ouvertes.fr/hal-02423981","","","","","","{Wiley}","","","","","","","","","","",""
7,"","hadi:hal-02423981","Hadi, Muhammad Usman; Kantana, Chouaib; Traverso, Pier; Tartarini, Giovanni; Venard, Olivier; Baudoin, Genevi{\`e}ve & Polleux, Jean-Luc","Assessment of digital predistortion methods for DFB-SSMF radio-over-fiber links linearization","{Microwave and Optical Technology Letters}",,,"January","",2020,"","","https://hal.archives-ouvertes.fr/hal-02423981","","","","","","{Wiley}","","","","","","","","","","",""
7,"","kim:hal-02437705","Kim, Jungyoon; Wang, Li; Bourouina, Tarik & Cui, Tianhong","Ion sensitive field effect transistor based on graphene and ionophore hybrid membrane for phosphate detection","{Microsystem Technologies}",25,9,"September","3357-3364",2019,"","","https://hal.archives-ouvertes.fr/hal-02437705","","","","","","{Springer Verlag}","","","","","","","","","","",""
7,"","li:hal-02288728","Li, Yantong; Chu, Feng; C{\^o}t{\'e}, Jean-Fran{\c c}ois; Coelho, Leandro & Chu, Chengbin","The multi-plant perishable food production routing with packaging consideration","{International Journal of Production Economics}",221,,"March","107472",2020,"","","https://hal.archives-ouvertes.fr/hal-02288728","","","","","","{Elsevier}","","","","","","","","","Packaging ; Perishable food ; Discount ; Hybrid matheuristic ; Multi-plant production routing","",""
7,"","liu:hal-02423767","Liu, Ming; An, Lijie; Zhang, Jiantong; Chu, Feng & Chu, Chengbin","Energy-oriented bi-objective optimisation for a multi-module reconfigurable manufacturing system","{International Journal of Production Research}",57,19,"October","5974--5995",2019,"","","https://hal.archives-ouvertes.fr/hal-02423767","","","","","","{Taylor \& Francis}","","","","","","","","","Reconfigurable manufacturing system ; Bi-objective optimisation ; Energy consumption ; Multi-module ; Multi-product","",""
7,"","liu:hal-02424384","Liu, Ming; Yang, Xuenan; Chu, Feng; Zhang, Jiantong & Chu, Chengbin","Energy-oriented bi-objective optimization for the tempered glass scheduling","{Omega}",90,,"January","101995",2020,"","","https://hal.archives-ouvertes.fr/hal-02424384","","","","","","{Elsevier}","","","","","","","","","Bi-objective optimization ; Electricity cost ; Makespan ; Scheduling ; Tempered glass","",""
7,"","liu:hal-02453918","Liu, Ming; Liu, Xin; Chu, Feng; Zheng, Feifeng & Chu, Chengbin","Profit-oriented distributionally robust chance constrained flowshop scheduling considering credit risk","{International Journal of Production Research}",58,8,"April","2527--2549",2020,"","","https://hal.archives-ouvertes.fr/hal-02453918","","","","","","{Taylor \& Francis}","","","","","","","","","Credit riskflowsho ; Probust ; Scheduling","",""
7,"","liu:hal-02470202","Liu, Ming; Liu, Xin; Chu, Feng; Zheng, Feifeng & Chu, Chengbin","An exact method for disassembly line balancing problem with limited distributional information","{International Journal of Production Research}",,,"","1-18",2020,"","","https://hal.archives-ouvertes.fr/hal-02470202","","","","","","{Taylor \& Francis}","","","","","","","","","Robust optimisation ; Limited distributional information ; Sustainable manufacturing ; Disassembly line balancing","",""
7,"","liu:hal-02513828","Liu, Ming; Liu, Xin; Chu, Feng; Zhang, E. & Chu, Chengbin","Service-oriented robust worker scheduling with motivation effects","{International Journal of Production Research}",,,"","1--24",2020,"","","https://hal.archives-ouvertes.fr/hal-02513828","","","","","","{Taylor \& Francis}","","","","","","","","","Workforce motivation effects ; Robust ; Scheduling ; Service level ; Stochastic optimisation","",""
7,"","liu:hal-02750156","Liu, Xiaoyi; Gao, Jinbo; Wang, Yanchao; Wang, Xiaoyi; Yang, Haigui; Hu, Haixiang; Gao, Jinsong; Bourouina, Tarik & Cui, Tianhong","Simultaneous field enhancement and loss inhibition based on surface plasmon polariton mode hybridization","{Nanophotonics}",,,"April","",2020,"","","https://hal.archives-ouvertes.fr/hal-02750156","","","","","","{Walter de Gruyter}","","","","","","","","","nanophotonics ; plasmonics ; optical cavity ; surface plasmon polariton ; field enhancement ; loss inhibition","https://hal.archives-ouvertes.fr/hal-02750156/file/%5B21928614%20-%20Nanophotonics%5D%20Simultaneous%20field%20enhancement%20and%20loss%20inhibition%20based%20on%20surface%20plasmon%20polariton%20mode%20hybridization.pdf",""
7,"","lizarraldeiragorri:hal-02929195","Lizarralde-Iragorri, Maria Alejandra; Lefevre, Sophie; Cochet, Sylvie; El Hoss, Sara; Brousse, Valentine; Filipe, Anne; Dussiot, Michael; Azouzi, Slim; Le Van Kim, Caroline; Rodrigues-Lima, Fernando; Fran{\c c}ais, Olivier; Le Pioufle, Bruno; Klei, Thomas; van Bruggen, Robin & El Nemer, Wassim","Oxidative stress activates red cell adhesion to laminin in sickle cell disease","{Haematologica}",,,"","haematol.2020.261586",2020,"","","https://hal.archives-ouvertes.fr/hal-02929195","","","","","","{Ferrata Storti Foundation}","","","","","","","","","","https://hal.archives-ouvertes.fr/hal-02929195/file/9922-Article%20Text-72265-1-10-20200829.pdf",""
7,"","luo:hal-02437698","Luo, Yi; Meng, Dejia; Liang, Zhongzhu; Tao, Jin; Liang, Jingqiu; Chen, Changhong; Lai, Jianjun; Bourouina, Tarik; Qin, Yuxin; Lv, Jinguang & Zhang, Yuhao","Ultra-broadband metamaterial absorber in long wavelength Infrared band based on resonant cavity modes","{Optics Communications}",459,,"March","124948",2020,"","","https://hal.archives-ouvertes.fr/hal-02437698","","","","","","{Elsevier}","","","","","","","","","","",""
7,"","mariam:hal-02897899","Mariam, Houssein; Poulichet, Patrick; Takhedmit, Hakim; Richalot, Elodie & Fran{\c c}ais, Olivier","Dielectric Property Characterization of Liquid Media Using an Open-Ended Probe Within a Microfluidic Chip","{Instrumentation, Mesure, M{\'e}trologie}",19,3,"June","169-177",2020,"","","https://hal.archives-ouvertes.fr/hal-02897899","","","","","","{Lavoisier}","","","","","","","","","open-ended probe ; microfluidic ; dielectric spectroscopy ; Debye model ; parameter extraction","https://hal.archives-ouvertes.fr/hal-02897899/file/19.03_01.pdf",""
7,"","matoussi:hal-02980079","Matoussi, Salma; Fajjari, Ilhem; Costanzo, Salvatore; Aitsaadi, Nadjib & Langar, Rami","5G RAN: Functional Split Orchestration Optimization","{IEEE Journal on Selected Areas in Communications}",38,7,"July","1448-1463",2020,"","","https://hal.sorbonne-universite.fr/hal-02980079","","","","","","{Institute of Electrical and Electronics Engineers}","","","","","","","","","","",""
7,"","moura:hal-02289553","Moura, Pedro; Lizarralde Iragorri, Maria; Fran{\c c}ais, Olivier; Le Pioufle, Bruno; Dobbe, Johannes; Streekstra, Geert; El Nemer, Wassim; Toye, Ashley & Satchwell, Timothy","Reticulocyte and red blood cell deformation triggers specific phosphorylation events","{Blood Advances}",3,17,"September","2653-2663",2019,"","","https://hal.archives-ouvertes.fr/hal-02289553","","","","","","{The American Society of Hematology}","","","","","","","","","","",""
7,"","mourad:hal-02162074","MOURAD, Abood; Puchinger, Jakob & Chu, Chengbin","Owning or sharing autonomous vehicles: comparing different ownership and usage scenarios","{European Transport Research Review}",11,1,"December","",2019,"","","https://hal.archives-ouvertes.fr/hal-02162074","","","","","","{Springer Verlag}","","","","","","","","","Ride-sharing ; Ownership models ; Autonomous vehicles ; Meeting points ; Optimization","https://hal.archives-ouvertes.fr/hal-02162074/file/s12544-019-0370-8.pdf",""
7,"","omran:hal-02750229","Omran, Haitham; Sameh, Mohab; Mahfouz, Ahmed; Saad, Omar; Abou Kana, Maram; Marty, Fr{\'e}d{\'e}ric; Khalil, Diaa; Bourouina, Tarik & Sabry, Yasser M.","Visible Laser on Silicon Optofluidic Microcavity","{Advanced Materials Technologies}",5,5,"May","1901132",2020,"","","https://hal.archives-ouvertes.fr/hal-02750229","","","","","","{Wiley}","","","","","","","","","","",""
7,"","parison:hal-02285559","Parison, Sophie; Hendel, Martin; Grados, Arnaud; Jurski, Kristine & Royon, Laurent","A Lab Experiment for Optimizing the Cooling Efficiency and the Watering Rate of Pavement-Watering","{Urban Climate}",,,"November","",2019,"","","https://hal.archives-ouvertes.fr/hal-02285559","","","","","","{Elsevier}","","","","","","","","","urban materials ; heat transfer ; pavement-watering ; urban heat island ; climate chamber ; densely-graded asphalt concrete","https://hal.archives-ouvertes.fr/hal-02285559/file/190912_full_manuscript.pdf",""
7,"","parison:hal-02785948","Parison, Sophie; Hendel, Martin & Royon, Laurent","A Statistical Method for Quantifying the Field Effects of Urban Heat Island Mitigation Techniques","{Urban Climate}",,,"","",2020,"","","https://hal.archives-ouvertes.fr/hal-02785948","","","","","","{Elsevier}","","","","","","","","","UHI countermeasure ; pavement-watering ; climate change adaptation ; linear mixed model ; Before-After- Control-Impact (BACI) design","https://hal.archives-ouvertes.fr/hal-02785948/file/Preprint_UCLIM_2020.pdf",""
7,"","perret:hal-02305469","Perret, Benjamin; Cousty, Jean; Ferzoli Guimar{\~a}es, Silvio Jamil; Kenmochi, Yukiko & Najman, Laurent","Removing non-signicant regions in hierarchical clustering and segmentation","{Pattern Recognition Letters}",128,,"December","433-439",2019,"","","https://hal.archives-ouvertes.fr/hal-02305469","","","","","","{Elsevier}","","","","","","","","","","https://hal.archives-ouvertes.fr/hal-02305469v3/file/article%20%281%29.pdf",""
7,"","perret:hal-02305469","Perret, Benjamin; Cousty, Jean; Ferzoli Guimar{\~a}es, Silvio Jamil; Kenmochi, Yukiko & Najman, Laurent","Removing non-signicant regions in hierarchical clustering and segmentation","{Pattern Recognition Letters}",128,,"December","433-439",2019,"","","https://hal.archives-ouvertes.fr/hal-02305469","","","","","","{Elsevier}","","","","","","","","","","https://hal.archives-ouvertes.fr/hal-02305469v3/file/article%20%281%29.pdf",""
7,"","perret:hal-02305469","Perret, Benjamin; Cousty, Jean; Ferzoli Guimar{\~a}es, Silvio Jamil; Kenmochi, Yukiko & Najman, Laurent","Removing non-signicant regions in hierarchical clustering and segmentation","{Pattern Recognition Letters}",128,,"December","433-439",2019,"","","https://hal.archives-ouvertes.fr/hal-02305469","","","","","","{Elsevier}","","","","","","","","","","https://hal.archives-ouvertes.fr/hal-02305469v3/file/article%20%281%29.pdf",""
7,"","santanamaia:hal-02280023","Santana Maia, Deise; Cousty, Jean; Najman, Laurent & Perret, Benjamin","Characterization of graph-based hierarchical watersheds: theory and algorithms","{International Journal of Mathematical Imaging and Vision}",,,"March","",2020,"","","https://hal.archives-ouvertes.fr/hal-02280023","","","","","","{Springer Verlag}","","","","","","","","","","https://hal.archives-ouvertes.fr/hal-02280023v2/file/JMIV_new_version.pdf",""
7,"","santanamaia:hal-02280023","Santana Maia, Deise; Cousty, Jean; Najman, Laurent & Perret, Benjamin","Characterization of graph-based hierarchical watersheds: theory and algorithms","{International Journal of Mathematical Imaging and Vision}",,,"March","",2020,"","","https://hal.archives-ouvertes.fr/hal-02280023","","","","","","{Springer Verlag}","","","","","","","","","","https://hal.archives-ouvertes.fr/hal-02280023v2/file/JMIV_new_version.pdf",""
7,"","santanamaia:hal-02280023","Santana Maia, Deise; Cousty, Jean; Najman, Laurent & Perret, Benjamin","Characterization of graph-based hierarchical watersheds: theory and algorithms","{International Journal of Mathematical Imaging and Vision}",,,"March","",2020,"","","https://hal.archives-ouvertes.fr/hal-02280023","","","","","","{Springer Verlag}","","","","","","","","","","https://hal.archives-ouvertes.fr/hal-02280023v2/file/JMIV_new_version.pdf",""
7,"","serra:hal-02437707","Serra, Hugo; Bastos, Ivan N.; de Melo, Joao; Oliveira, Jo{\~a}o; Paulino, Nuno; Nefzaoui, Elyes & Bourouina, Tarik","A 0.9-V Analog-to-Digital Acquisition Channel for an IoT Water Management Sensor Node","{IEEE Transactions on Circuits and Systems II: Express Briefs}",66,10,"October","1678-1682",2019,"","","https://hal.archives-ouvertes.fr/hal-02437707","","","","","","{Institute of Electrical and Electronics Engineers}","","","","","","","","","","",""
7,"","trainito:hal-02301212","Trainito, Claudia; Sweeney, Daniel; {\v C}ema{\v z}ar, Jaka; Schmelz, Eva; Fran{\c c}ais, Olivier; Le Pioufle, Bruno & Davalos, Rafael","Characterization of sequentially-staged cancer cells using electrorotation","{PLoS ONE}",14,9,"September","e0222289",2019,"","","https://hal.archives-ouvertes.fr/hal-02301212","","","","","","{Public Library of Science}","","","","","","","","","","",""
7,"","ugon:hal-02887377","Ugon, Adrien; Courtine, M{\'e}lanie; Sedki, Karima; Quentin, Pierre; Valette, Marion & Tsopra, Rosy","Bank of Digital Filters for Identification of Combined Drug Products in a French Public Database","{Studies in Health Technology and Informatics}",270,,"","63-67",2020,"","","https://hal.archives-ouvertes.fr/hal-02887377","","","","","","{IOS Press}","","","","","","","","","Antibiotics ; Drug Combinations ; Drug databases ; Information Retrieval","",""
7,"","ugon:hal-02887383","Ugon, Adrien; Guessant, Sabine & Tsopra, Rosy","Data Fusion to Convert Drug Consumption Quantities into Defined Daily Doses","{Studies in Health Technology and Informatics}",270,,"","133-137",2020,"","","https://hal.archives-ouvertes.fr/hal-02887383","","","","","","{IOS Press}","","","","","","","","","Automatic data processing ; Drug database ; Drug misuse ; Health Information Interoperability","",""
7,"","wang:hal-02189192","Wang, Cheng; Zhu, Ye & Guo, Xiaofeng","Thermally responsive coating on building heating and cooling energy efficiency and indoor comfort improvement","{Applied Energy}",253,,"November","113506",2019,"","","https://hal.archives-ouvertes.fr/hal-02189192","","","","","","{Elsevier}","","","","","","","","","","",""
7,"","xu:hal-02872830","Xu, Tieying; Lizarralde-Iragorri, Maria A.; Roman, Jean; Ghasemi, Rasta; Lefevre, Jean-Pierre; Martincic, Emile; Brousse, Valentine; Fran{\c c}ais, Olivier; El Nemer, Wassim & Le Pioufle, Bruno","Characterization of red blood cell microcirculatory parameters using a bioimpedance microfluidic device","{Scientific Reports}",,,"June","",2020,"","","https://hal.archives-ouvertes.fr/hal-02872830","","","","","","{Nature Publishing Group}","","","","","","","","","","https://hal.archives-ouvertes.fr/hal-02872830/file/Xu_et_al-2020-Scientific_Reports.pdf",""
7,"","zhang:hal-02276037","Zhang, Chuanyu; Guo, Xiaofeng; Brunet, Philippe; Costalonga, Maxime & Royon, Laurent","Acoustic streaming near a sharp structure and its mixing performance characterization","{Microfluidics and Nanofluidics}",23,9,"September","",2019,"","","https://hal.archives-ouvertes.fr/hal-02276037","","","","","","{Springer Verlag}","","","","","","","","","","",""
7,"","zhu:hal-02276042","Zhu, Ye; Wang, Cheng & Guo, Xiaofeng","Smart utilization of solar energy with Optic-Variable Wall (OVW) for thermal comfort","{Energy and Buildings}",202,,"November","109376",2019,"","","https://hal.archives-ouvertes.fr/hal-02276042","","","","","","{Elsevier}","","","","","","","","","","",""
5,"","akil:hal-02428351","Akil, Mohamed; Elloumi, Yaroub & Kachouri, Rostom","Detection of Retinal Abnormalities in Fundus Image Using CNN Deep Learning Networks","",1,,"","",2020,"","","https://hal-upec-upem.archives-ouvertes.fr/hal-02428351","{State of the Art in Neural Networks}","","","","Elsevier","{Ayman S. El-Baz}","","","","","","","","","detection ; Ocular diseases screening ; Convolutional Neural Networks ; Deep Learning ; Smartphone applications ; classification ; diagnosis","https://hal-upec-upem.archives-ouvertes.fr/hal-02428351/file/retinal_abnormalities_DL_CNN_chapter_VF_12_09_2019.pdf",""
5,"","bonandrini:hal-02977813","Bonandrini, Vassia; Bercher, Jean-Fran{\c c}ois & Zangar, Nawel","Machine learning methods for anomaly detection in IoT networks, with illustrations","",,,"April","287-295",2020,"","","https://hal-upec-upem.archives-ouvertes.fr/hal-02977813","{Boumerdassi S., Renault {\'E}., M{\"u}hlethaler P. (eds), Machine Learning for Networking, Lecture Notes in Computer Science, vol 12081. Springer}","","","","","","","","","","","","","","Internet of Things ; IoT ; IDS ; NIDS ; Intrusion Detection System ; rules ; CIDDS-001","https://hal-upec-upem.archives-ouvertes.fr/hal-02977813/file/vassia_ml_paper_final.pdf",""
5,"","bonandrini:hal-02977813","Bonandrini, Vassia; Bercher, Jean-Fran{\c c}ois & Zangar, Nawel","Machine learning methods for anomaly detection in IoT networks, with illustrations","",,,"April","287-295",2020,"","","https://hal-upec-upem.archives-ouvertes.fr/hal-02977813","{Boumerdassi S., Renault {\'E}., M{\"u}hlethaler P. (eds), Machine Learning for Networking, Lecture Notes in Computer Science, vol 12081. Springer}","","","","","","","","","","","","","","Internet of Things ; IoT ; IDS ; NIDS ; Intrusion Detection System ; rules ; CIDDS-001","https://hal-upec-upem.archives-ouvertes.fr/hal-02977813/file/vassia_ml_paper_final.pdf",""
