BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5
7,"","guimaraes:hal-01342967","Guimarães, Silvio; Kenmochi, Yukiko; Cousty, Jean; Patrocinio, Zenilton & Najman, Laurent","Hierarchizing graph-based image segmentation algorithms relying on region dissimilarity: the case of the Felzenszwalb-Huttenlocher method","{Mathematical Morphology - Theory and Applications}",,,"","",2017,"","","https://hal-upec-upem.archives-ouvertes.fr/hal-01342967","","","","","","{De Gruyter Open}","","","","","","","","","minimum spanning tree ; quasi-flat zone hierarchy ; hierarchical image segmentation ; graph-based method ; scale set theory","https://hal-upec-upem.archives-ouvertes.fr/hal-01342967/file/Guimaraes17Hierarchizing.pdf",""
7,"","hebert:hal-01868724","H{\'e}bert, Cl{\'e}ment; Cottance, Myline; Degardin, Julie; Scorsone, Emmanuel; Rousseau, Lionel; Lissorgues, Gaelle Bazin; Bergonzo, Philippe & Picaud, Serge","Monitoring the evolution of boron doped porous diamond electrode on flexible retinal implant by OCT and in vivo impedance spectroscopy","{Materials Science and Engineering: C}",69,,"December","77 - 84",2016,"","","https://hal.archives-ouvertes.fr/hal-01868724","","","","","","{Elsevier}","","","","","","","","","INTERFACE ; PROSTHESIS ; MICROELECTRODE ARRAYS ; BIOCOMPATIBILITY","",""
7,"","hendel:hal-01505327","Hendel, Martin; Azos-Diaz, Karina & Tremeac, Brice","Behavioral adaptation to heat-related health risks in cities","{Energy and Buildings}",,,"","",2017,"","","https://hal.archives-ouvertes.fr/hal-01505327","","","","","","{Elsevier}","","","","","","","","","","",""
7,"","herth:hal-01771659","Herth, Etienne; Valbin, Laurie; Lardet-Vieudrin, Franck & Algre, Emmanuelle","Modeling and detecting response of micromachining square and circular membranes transducers based on AlN thin film piezoelectric layer","{Microsystem Technologies}",23,9,"September","3873 - 3880",2017,"","","https://hal.archives-ouvertes.fr/hal-01771659","","","","","","{Springer Verlag}","","","","","","","","","","",""
7,"","julliand:hal-01510073","Julliand, Thibault; Nozick, Vincent & Talbot, Hugues","Countering Noise-based Splicing Detection Using Noise Density Transfer","{Journal of Digital Forensics, Security and Law}",11,2,"September","111-122",2016,"","","https://hal-upec-upem.archives-ouvertes.fr/hal-01510073","","","","","","{the Association of Digital Forensics, Security and Law (ADFSL)}","","","","","","","","","distribution transfer ; counter-forensics ; splicing ; image forgery","https://hal-upec-upem.archives-ouvertes.fr/hal-01510073/file/julliand_icdf2c_2016.pdf",""
7,"","karami:hal-01380378","Karami, Armine; Galayko, Dimitri & Basset, Philippe","Series-Parallel Charge Pump Conditioning Circuits for Electrostatic Kinetic Energy Harvesting","{IEEE Transactions on Circuits and Systems Part 1 Fundamental Theory and Applications}",64,1,"","227-240",2017,"","","https://hal.archives-ouvertes.fr/hal-01380378","","","","","","{Institute of Electrical and Electronics Engineers (IEEE)}","","","","","","","","","electrostatic kinetic energy harvesting ; series-parallel charge pumps ; conditioning circuits ; energy conversion","https://hal.archives-ouvertes.fr/hal-01380378/file/tcsi-karami-2603064-nocopyright.pdf",""
7,"","karami:hal-01490740","Karami, Armine; Galayko, Dimitri & Basset, Philippe","A Novel Characterization Method for Accurate Lumped Parameter Modeling of Electret Electrostatic Vibration Energy Harvesters","{IEEE Electron Device Letters}",38,5,"","665-668",2017,"","","https://hal.archives-ouvertes.fr/hal-01490740","","","","","","{Institute of Electrical and Electronics Engineers}","","","","","","","","","Electrostatic MEMS device ; Capacitive MEMS ; Vibration energy harvesting ; Electret ; Measurement and instrumentation ; Measurement Errors ; Electromechanical transducers ; Electromechanical coupling ; Characterization of dielectric materials","https://hal.archives-ouvertes.fr/hal-01490740/file/novel_char_method_final.pdf",""
7,"","kazig:hal-01882685","Kazig, Rainer; Masson, Damien & Thomas, Rachel","Atmospheres and Mobility","{Mobile Culture Studies - The Journal}",3,,"","pp. 7-20",2017,"","","http://hal.univ-grenoble-alpes.fr/hal-01882685","","","","Atmospheres and Mobilities","","{University of Graz, Austria}","","","","","","","","","","http://hal.univ-grenoble-alpes.fr/hal-01882685/file/2017_RT_Atmospheres_Mobilities.pdf",""
7,"","laheurte:hal-01719906","Laheurte, Jean-Marc; Lu, Yingxian & Basset, Philippe","Performance Evaluation of a Long-Range RFID Tag Powered by a Vibration Energy Harvester","{IEEE Antennas and Wireless Propagation Letters}",,,"March","1832 - 1835",2017,"","","https://hal-upec-upem.archives-ouvertes.fr/hal-01719906","","","","","","{Institute of Electrical and Electronics Engineers}","","","","","","","","","","",""
7,"","lamy:hal-01527283","Lamy, Jean-Baptiste; Berthelot, H{\'e}l{\`e}ne; Favre, Madeleine; Ugon, Adrien; Duclos, Catherine & Venot, Alain","Using visual analytics for presenting comparative information on new drugs","{Journal of Biomedical Informatics}",,,"","",2017,"","","https://hal.sorbonne-universite.fr/hal-01527283","","","","","","{Elsevier}","","","","","","","","","Drug information ; Visual analytics ; Information visualization ; New drugs","https://hal.sorbonne-universite.fr/hal-01527283/file/Lamy_Using_visual.pdf",""
7,"","laurens:hal-01671905","Laurens, Patricia; Villard, Lionel; Schoen, Antoine & Lar{\'e}do, Philippe","The artificial patents in the PATSTAT database: how much do they matter when computing indicators of internationalisation based on worldwide priority patents?","{Scientometrics}",,,"","",2017,"","","https://hal.archives-ouvertes.fr/hal-01671905","","","","","","{Springer Verlag}","","","","","","","","","internationalisation ; indicators ; patents ; R\&D ; technology","https://hal.archives-ouvertes.fr/hal-01671905/file/The%20artificial%20patents_revised%20version_24_10_17.pdf",""
7,"","laurens:hal-01775110","Laurens, Patricia; Le Bas, Christian; Lhuillery, St{\'e}phane & Schoen, Antoine","The determinants of cleaner energy innovations of the world's largest firms: the impact of firm learning and knowledge capital","{Economics of Innovation and New Technology}",26,4,"","311-333",2017,"","","https://hal.archives-ouvertes.fr/hal-01775110","","","","","","{Taylor \& Francis (Routledge)}","","","","","","","","","knowledge capital ; dirty invention ; Clean invention ; learning ; firms","https://hal.archives-ouvertes.fr/hal-01775110/file/pdf_pat.pdf",""
7,"","leprince:hal-01721092","Leprince, Yamin Wang; Lu, Y.; Amroun, D.; Leprince-Wang, Y. & Basset, Philippe","A paper-based electrostatic kinetic energy harvester with stacked multiple electret films made of electrospun polymer nanofibers","{Journal of Physics: Conference Series}",773,,"November","",2016,"","","https://hal-upec-upem.archives-ouvertes.fr/hal-01721092","","","","","","{IOP Publishing}","","","","","","","","","","",""
7,"","leprince:hal-01721125","Leprince, Yamin Wang; Song, Q.; Zhu, W.; Wu, P.; Zhang, W.; Wu, Y.; Teng, J.; Shen, Z.; Chong, P.; Liang, Q.; Yang, Z.; Tsai, D.; Bourouina, Tarik; Leprince-Wang, Y. & Liu, A.","Liquid-metal-based metasurface for terahertz absorption material: Frequency-agile and wide-angle","{APL Materials}",5,6,"June","",2017,"","","https://hal-upec-upem.archives-ouvertes.fr/hal-01721125","","","","","","{ AIP Publishing }","","","","","","","","","","",""
7,"","li:hal-01431725","Li, Xu-Guang; Niculescu, Silviu-Iulian; Cela, Arben; Zhang, Lu & Li, Xu","A frequency-sweeping framework for stability analysis of time-delay systems","{IEEE Transactions on Automatic Control}",64,,"","16",2017,"","accept{\'e} le 21 octobre 2016","https://hal-centralesupelec.archives-ouvertes.fr/hal-01431725","","","","","","{Institute of Electrical and Electronics Engineers}","","","","","","","","","","",""
7,"","li:hal-01796728","Li, Xiaoting & George, Laurent","Deterministic delay analysis of AVB switched Ethernet networks using an extended Trajectory Approach","{Real-Time Systems}",53,1,"January","121 - 186",2017,"","","https://hal-upec-upem.archives-ouvertes.fr/hal-01796728","","","","","","{Springer Verlag}","","","","","","","","","","",""
7,"","lu:hal-01504353","Lu, Yingxian; O'Riordan, Eoghan; Cottone, Francesco; Boisseau, S{\'e}bastien; Galayko, Dimitri; Blokhina, Elena; Marty, Fr{\'e}d{\'e}ric & Basset, Philippe","A batch-fabricated electret-biased wideband MEMS vibration energy harvester with frequency-up conversion behavior powering a UHF wireless sensor node","{Journal of Micromechanics and Microengineering}",26,124004,"September","",2016,"","","https://hal.sorbonne-universite.fr/hal-01504353","","","","","","{IOP Publishing}","","","","","","","","","","",""
7,"","magdalena:hal-01704829","Magdalena, Grebosz & Pointet, Jean-Marc","Co-branding Strategy as a Source of Innovation on International Market ","{Journal of Intercultural Management}",,,"September","",2017,"","","https://hal.archives-ouvertes.fr/hal-01704829","","","","","","{University of Social Sciences Ł{\'o}d{\'z}}","","","","","","","","","","",""
7,"","merveille:hal-01599528","Merveille, Odyss{\'e}e; Naegel, Beno{\^i}t; Talbot, Hugues; Najman, Laurent & Passat, Nicolas","2D filtering of curvilinear structures by ranking the orientation responses of path operators (RORPO)","{Image Processing On Line}",7,,"","246-261",2017,"","","https://hal.archives-ouvertes.fr/hal-01599528","","","","","","{IPOL - Image Processing on Line}","","","","","","","","","mathematical morphology ; path operators ; filtering ; curvilinear structure ; path operator","https://hal.archives-ouvertes.fr/hal-01599528/file/Merveille_IPOL_2017.pdf",""
7,"","mustafa:hal-01360452","Mustafa, Nabil; Dutta, Kunal & Ghosh, Arijit","A Simple Proof of Optimal Epsilon Nets","{Combinatorica}",,,"","",2017,"","","https://hal.archives-ouvertes.fr/hal-01360452","","","","","","{Springer Verlag}","","","","","","","","","","https://hal.archives-ouvertes.fr/hal-01360452/file/simpleproofepsnets.pdf",""
7,"","mustafa:hal-01468731","Mustafa, Nabil & Ray, Saurabh","Epsilon-Mnets: Hitting Geometric Set Systems with Subsets","{Discrete and Computational Geometry}",,,"","",2017,"","","https://hal.archives-ouvertes.fr/hal-01468731","","","","","","{Springer Verlag}","","","","","","","","","","https://hal.archives-ouvertes.fr/hal-01468731/file/macbeath_j.pdf",""
7,"","nanni:hal-01708916","Nanni, Jacopo; Rusticelli, Simone; Viana, Carlos; Polleux, Jean-Luc; Algani, Catherine; Perini, Federico & Tartarini, Giovanni","Modal Noise Mitigation in 850-nm VCSEL-Based Transmission Systems Over Single-Mode Fiber","{IEEE Transactions on Microwave Theory and Techniques}",64,10,"October","3342 - 3350",2016,"","","https://hal.archives-ouvertes.fr/hal-01708916","","","","","","{Institute of Electrical and Electronics Engineers}","","","","","","","","","","",""
7,"","ngo:hal-01306035","Ngo, Phuc; Kenmochi, Yukiko; Sugimoto, Akihiro; Talbot, Hugues & Passat, Nicolas","Discrete rigid registration: A local graph-search approach","{Discrete Applied Mathematics}",216,2,"","461-481",2017,"","","https://hal.inria.fr/hal-01306035","","","","","","{Elsevier}","","","","","","","","","image registration ; discrete rigid transformation ; discrete optimization ; graph search ; discrete rigid transformation graph","https://hal.inria.fr/hal-01306035/file/DAMarticle_final.pdf",""
7,"","papastefanakis:hal-01796731","Papastefanakis, Ermis; Li, Xiaoting & George, Laurent","A mixed criticality approach for the security of critical flows in a network-on-chip","{ACM SIGBED Review}",13,4,"November","67 - 72",2016,"","","https://hal-upec-upem.archives-ouvertes.fr/hal-01796731","","","","","","{Association for Computing Machinery (ACM)}","","","","","","","","","","",""
7,"","perrin:hal-01887196","Perrin, Yann; Galisultanov, Ayrat; Samaali, Hatem; Basset, Philippe; Fanet, Herv{\'e} & Pillonnet, Ga{\"e}l","Contactless Capacitive Adiabatic Logic","{Proceedings of SPIE, the International Society for Optical Engineering}",10354,,"","103540A",2017,"","","https://hal.archives-ouvertes.fr/hal-01887196","","","","Nanoengineering: Fabrication, Properties, Optics, and Devices XIV","","{SPIE, The International Society for Optical Engineering}","","","","","","","","","Low-power electronics ; MEMS ; Adiabatic architectures ; Capacitive logic gates ; Energy efficiency","https://hal.archives-ouvertes.fr/hal-01887196/file/PERRIN_SPIE_2017.pdf",""
7,"","phavorin:hal-01779467","Phavorin, Guillaume; Richard, Pascal; Goossens, Jo{\"e}l; Maiza, Claire; George, Laurent & Chapeaux, Thomas","Online and offline scheduling with cache-related preemption delays","{Real-Time Systems}",,,"","1-38",2017,"","","https://hal-upec-upem.archives-ouvertes.fr/hal-01779467","","","","","","{Springer Verlag}","","","","","","","","","Offline scheduling ; Online scheduling ; rm ; edf ; Preemption delays ; CRPD ; Sustainability ; Mathematical programming","",""
7,"","pointet:hal-01492544","Pointet, Jean-Marc; Lemerle, Eric & Dages-Desgranges, Martin","Renault Twizy : marketing d'exploration d'un objet utopique","{Entreprendre \& Innover}",,30,"March","",2017,"","","https://hal.archives-ouvertes.fr/hal-01492544","","","","","","{De Boeck Sup{\'e}rieur}","","","","","","","",""," exploration ; Marketing","",""
7,"","possasabreu:cea-01792502","Possas-Abreu, Maira; Ghassemi, Farbod; Rousseau, Lionel; Scorsone, Emmanuel; Descours, Emilie & Lissorgues, Gaelle Bazin","Development of Diamond and Silicon MEMS Sensor Arrays with Integrated Readout for Vapor Detection","{Sensors}",17,6,"June","1163",2017,"","","https://hal-cea.archives-ouvertes.fr/cea-01792502","","","","","","{MDPI}","","","","","","","","","ASTHMA ; THIN-FILMS ; PERFORMANCE ; TRANSDUCERS ; DISCRIMINATION ; CANTILEVERS ; microcantilevers ; electronic nose ; VOC discrimination ; gas sensors ; sensor arrays ; synthetic diamond","https://hal-cea.archives-ouvertes.fr/cea-01792502/file/sensors-17-01163.pdf",""
7,"","puybareau:hal-01421156","Puybareau, {\'E}lodie; Genest, Diane; Barbeau, Emilie; L{\'e}onard, Marc & Talbot, Hugues","An automated assay for the assessment of cardiac arrest in fish embryo","{Computers in Biology and Medicine}",81,,"February","32-44",2017,"","","https://hal.archives-ouvertes.fr/hal-01421156","","","","","","{Elsevier}","","","","","","","","","connected filtering ; change detection ; segmentation ; image stabilization ; Toxicology ; medaka","https://hal.archives-ouvertes.fr/hal-01421156/file/puybareau_hal_V1.pdf",""
7,"","scorsone:cea-01803824","Scorsone, Emmanuel; Gattout, Nouha; Rousseau, Lionel & Lissorgues, Gaelle Bazin","Porous diamond pouch cell supercapacitors","{Diamond and Related Materials}",76,,"July","31-37",2017,"","","https://hal-cea.archives-ouvertes.fr/cea-01803824","","","","","","{Elsevier}","","","","","","","","","ELECTROLYTES ; ELECTRODES ; ELECTROCHEMICAL PROPERTIES ; MICRO-SUPERCAPACITOR ; CARBON MATERIALS ; CAPACITORS ; SPECTROSCOPY ; PERFORMANCE ; FABRICATION ; STORAGE","",""
7,"","seyock:hal-01744182","Seyock, Silke; Maybeck, Vanessa; Scorsone, Emmanuel; Rousseau, Lionel; H{\'e}bert, Cl{\'e}ment; Lissorgues, Gaelle Bazin; Bergonzo, Philippe & Offenh{\"a}usser, Andreas","Interfacing neurons on carbon nanotubes covered with diamond","{RSC Advances}",7,1,"","153 -160",2017,"","","https://hal.archives-ouvertes.fr/hal-01744182","","","","","","{Royal Society of Chemistry}","","","","","","","","","NANOWIRE ARRAYS ; FUNCTIONALIZED DIAMOND ; NANOCRYSTALLINE DIAMOND ; BORON-DOPED DIAMOND ; TRANSMISSION ELECTRON-MICROSCOPY ; CELL-ADHESION PROPERTIES ; SURFACES ; BIOCOMPATIBILITY ; NANOFIBER ; CULTURE","",""
7,"","soualah:hal-01797832","Soualah, Oussama; Aitsaadi, Nadjib & Fajjari, Ilhem","A Novel Reactive Survivable Virtual Network Embedding Scheme Based on Game Theory","{IEEE Transactions on Network and Service Management}",14,3,"September","569 - 585",2017,"","","https://hal.archives-ouvertes.fr/hal-01797832","","","","","","{IEEE}","","","","","","","","","","",""
7,"","takhedmit:hal-01434988","Takhedmit, Hakim; Saddi, Zied; Karami, Armine; Basset, Philippe & Cirio, Laurent","Electrostatic vibration energy harvester with 2.4-GHz Cockcroft--Walton rectenna start-up ","{Comptes Rendus Physique}",18,2,"December","98--106",2016,"","","https://hal.sorbonne-universite.fr/hal-01434988","","","","","","{Elsevier Masson}","","","","","","","","","Energy harvesting ; Electrostatic transduction ; Bennet's doubler ; Cockcroft--Walton rectifier ; Doubleur de tension de Bennet ; Transduction {\'e}lectrostatique ; R{\'e}cup{\'e}ration d'{\'e}nergie ; Rectenna ; Circuit de rectification Cockcroft--Walton","https://hal.sorbonne-universite.fr/hal-01434988/file/electrostatic.pdf",""
7,"","youkana:hal-01518788","Youkana, Imane; Cousty, Jean; Saouli, Rachida & Akil, Mohamed","Parallelization strategy for elementary morphological operators on graphs: distance-based algorithms and implementation on multicore shared-memory architecture","{Journal of Mathematical Imaging and Vision}",12,7,"June","136-160",2017,"","to appear in Journal of Mathematical Imaging and Vision","https://hal.archives-ouvertes.fr/hal-01518788","","","","","","{Springer Verlag}","","","","","","","","","","https://hal.archives-ouvertes.fr/hal-01518788/file/ParMorphJMIV-HAL.pdf",""
7,"","zemmour:hal-01691557","Zemmour, Hamadache; Baudoin, Genevi{\`e}ve & Diet, Antoine","Soil Effects on the Underground-to-Aboveground Communication Link in Ultrawideband Wireless Underground Sensor Networks","{IEEE Antennas and Wireless Propagation Letters}",16,,"","218 - 221",2017,"","","https://hal-centralesupelec.archives-ouvertes.fr/hal-01691557","","","","","","{Institute of Electrical and Electronics Engineers}","","","","","","","","","","",""
7,"","zhang:hal-01763648","Zhang, X.; Lorenceau, Elise; Basset, Philippe; Bourouina, Tarik; Rouyer, Florence; Goyon, Julie & Coussot, Philippe","Wall Slip of Soft-Jammed Systems: A Generic Simple Shear Process","{Physical Review Letters}",119,20,"","",2017,"","","https://hal.archives-ouvertes.fr/hal-01763648","","","","","","{American Physical Society}","","","","","","","","","","https://hal.archives-ouvertes.fr/hal-01763648/file/Article%205.pdf",""
5,"","bertrand:hal-01613008","Bertrand, Gilles & Couprie, Michel","Parallel skeletonization algorithms in the cubic grid based on critical kernels","",,,"June","181-210",2017,"","","https://hal-enpc.archives-ouvertes.fr/hal-01613008","{Skeletonization: Theory, Methods and Applications}","","","Skeletonization: Theory, Methods and Applications","di Baja, Punam Saha Gunilla Borgefors Gabriella Sanniti","{Elsevier}","","","","","","","","","","https://hal-enpc.archives-ouvertes.fr/hal-01613008/file/CriticalSynthese.pdf",""
5,"","femmam:hal-01803801","femmam, smain; Benakila, Mohamed Ikbal & George, Laurent","Beacon Cluster-Tree Construction for ZigBee/IEEE802.15.4 Networks","",,,"","",2017,"","","https://hal-upec-upem.archives-ouvertes.fr/hal-01803801","{https://doi.org/10.1016/B978-1-78548-274-8.50005-2}","","","Building Wireless Sensor Networks","","{ISTE Press Ltd. Published by Elsevier Ltd}","","","","","","","","","","",""
5,"","francais:hal-01363615","Fran{\c c}ais, Olivier & Le Pioufle, Bruno","Single Cell Electrical Characterization Techniques","",,,"","1-18",2017,"","","https://hal.archives-ouvertes.fr/hal-01363615","{Handbook of Electroporation}","","","","Miklavcic, Damijan","{Single Cell Electrical Characterization Techniques}","","","","","","","","","","",""
5,"","kupavskii:hal-01468669","Kupavskii, Andrey; Mustafa, Nabil & Pach, J{\'a}nos","Near-Optimal Lower Bounds for Epsilon-nets for Half-spaces and Low Complexity Set Systems","",,,"","",2017,"","","https://hal.archives-ouvertes.fr/hal-01468669","{ A Journey Through Discrete Mathematics: A Tribute to Jir{\'i} Matousek}","","","","","","","","","","","","","","","https://hal.archives-ouvertes.fr/hal-01468669/file/epsnetslowerbounds012717.pdf",""
5,"","lamy:hal-01573568","Lamy, Jean-Baptiste; Ugon, Adrien; Berthelot, H{\'e}l{\`e}ne & Favre, Madeleine","A Visual Decision Support System for Helping Physicians to Make A decision on New Drugs","",282,,"","3-15",2017,"","","https://hal.archives-ouvertes.fr/hal-01573568","{Decision Support Systems VII. Data, information and knowledge visualization in decision support systems}","","","Lecture Notes in Business Information Processing","","","","","","","","","","","Knowledge visualization ; Overlapping set visualization ; Medical decision support ; Drug knowledge","https://hal.archives-ouvertes.fr/hal-01573568/file/icdsst2017.pdf",""
5,"","li:hal-01803798","Li, Xiaoting & George, Laurent","Chapter 1: A Survey of Switched Ethernet Solutions for Real-time Audio/Video Communications","",,,"September","",2017,"","","https://hal-upec-upem.archives-ouvertes.fr/hal-01803798","{ISTE Press - Elsevier}","","","Building Wireless Sensor Networks - 1st Edition","","","","","","","","","","","Ethernet ; AVB ; Real-time","",""
5,"","mustafa:hal-01468664","Mustafa, Nabil & Varadarajan, Kasturi","Epsilon-approximations and epsilon-nets","",,,"","",2017,"","","https://hal.archives-ouvertes.fr/hal-01468664","{Handbook of Discrete and Computational Geometry}","","","","","","","","","","","","","","","https://hal.archives-ouvertes.fr/hal-01468664/file/chap47-fin-idx.pdf",""
6,"","abdeddaim:hal-01583159","Abdedda{\"i}m, Yasmina & Dorin, Maxim","Probabilistic Schedulability Analysis for Fixed Priority Mixed Criticality Real-Time Systems ","",,,"March","",2017,"Lausanne, Switzerland","","https://hal-upec-upem.archives-ouvertes.fr/hal-01583159","{Design, Automation and Test in Europe - DATE 2017}","","","","","","","","","","","","","","","https://hal-upec-upem.archives-ouvertes.fr/hal-01583159/file/main.pdf",""
6,"","amdouni:hal-01407525","Amdouni, Ichrak; Adjih, Cedric; Aitsaadi, Nadjib & Muhlethaler, Paul","Experiments with ODYSSE: Opportunistic Duty cYcle based routing for wirelesS Sensor nEtworks","",,,"November","",2016,"Dubai, United Arab Emirates","","https://hal.inria.fr/hal-01407525","{IEEE LCN 2016 - 41st IEEE Conference on Local Computer Networks}","","","","","","","","","","","","","","WSN ; Opportunistic routing ; Low duty-cycle ; Experimentations ; Arduino ; LDPC","https://hal.inria.fr/hal-01407525/file/paper-odysse.pdf",""
6,"","antunes:hal-01740357","Antunes, Daniel; Mathieu, Claire & Mustafa, Nabil","Combinatorics of Local Search: An Optimal 4-Local Hall's Theorem for Planar Graphs","",,,"September","",2017,"Vienna, Austria","","https://hal.archives-ouvertes.fr/hal-01740357","{25th Annual European Symposium on Algorithms (ESA 2017)}","","","25th Annual European Symposium on Algorithms (ESA 2017)","","","","","","","","","",""," Expansion ; Combinatorial Optimization ; Hall's Theorem ; Planar Graphs ; Local Search","https://hal.archives-ouvertes.fr/hal-01740357/file/radiuslocalsearch.pdf",""
