BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5
5,"","bazan:hal-01793695","Bazan, Eric; Dokl{\'a}dal, Petr & Dokladalova, Eva","Unsupervised Perception Model for UAVs Landing Target Detection and Recognition","",,,"September","233-244",2018,"","","https://hal.archives-ouvertes.fr/hal-01793695","{Advanced Concepts for Intelligent Vision Systems}","","","","Blanc-Talon; J.; Helbert; D.; Philips; W.; Popescu; D.; Scheunders & P.","{Springer}","","","","","","","","","landing target ; perception model ; UAV","https://hal.archives-ouvertes.fr/hal-01793695/file/RFIAP_2018_camera_ready.pdf",""
5,"","otinianorodriguez:hal-02064718","Otiniano-Rodr{\'i}guez, Karla; De A. Ara{\'u}jo, Arnaldo; C{\'a}mara-Ch{\'a}vez, Guillermo; Cousty, Jean; Guimar{\~a}es, Silvio Jamil F. & Perret, Benjamin","Hierarchy-Based Salient Regions: A Region Detector Based on Hierarchies of Partitions","",,,"March","444-452",2019,"","","https://hal.archives-ouvertes.fr/hal-02064718","{CIARP 2018: Progress in Pattern Recognition, Image Analysis, Computer Vision, and Applications}","","","","","","","","","","","","","","","https://hal.archives-ouvertes.fr/hal-02064718/file/Otaniano%20-%20CIARP%202018%20-%20Hierarchy-Based%20Salient%20Regions%20a%20region%20detector%20based%20on%20hierarchies%20of%20partitions.pdf",""
5,"","otinianorodriguez:hal-02064718","Otiniano-Rodr{\'i}guez, Karla; De A. Ara{\'u}jo, Arnaldo; C{\'a}mara-Ch{\'a}vez, Guillermo; Cousty, Jean; Guimar{\~a}es, Silvio Jamil F. & Perret, Benjamin","Hierarchy-Based Salient Regions: A Region Detector Based on Hierarchies of Partitions","",,,"March","444-452",2019,"","","https://hal.archives-ouvertes.fr/hal-02064718","{CIARP 2018: Progress in Pattern Recognition, Image Analysis, Computer Vision, and Applications}","","","","","","","","","","","","","","","https://hal.archives-ouvertes.fr/hal-02064718/file/Otaniano%20-%20CIARP%202018%20-%20Hierarchy-Based%20Salient%20Regions%20a%20region%20detector%20based%20on%20hierarchies%20of%20partitions.pdf",""
6,"","abboud:hal-01862210","Abboud, Feriel; Chouzenoux, Emilie; Pesquet, Jean-Christophe & Talbot, Hugues","A Multicore Convex Optimization Algorithm with Applications to Video Restoration","",,,"October","",2018,"Athens, Greece","","https://hal.archives-ouvertes.fr/hal-01862210","{IEEE International Conference on Image Processing}","",""," Proceedings of the IEEE International Conference on Image Processing (ICIP 2018)","","","","","","","","","","","convex optimization ; distributed algorithms ; proximal methods ; video processing ; parallel programming","https://hal.archives-ouvertes.fr/hal-01862210/file/Template.pdf",""
6,"","ali:hal-02182952","Ali, Hany A.; Pirro, Michele; Poulichet, Patrick; CESAR, William; Marty, Fr{\'e}d{\'e}ric; AZZOUZ, I. M. A. D. E. D. D. I. N. E.; Gnambodoe-Capochichi, Martine; Nefzaoui, E. & Bourouina, Tarik","Thermal aspects of a micro thermal conductivity detector for micro gas chromatography","",,,"May","1-6",2019,"Paris, France","","https://hal.archives-ouvertes.fr/hal-02182952","{2019 Symposium on Design, Test, Integration \& Packaging of MEMS and MOEMS (DTIP)}","","","2019 Symposium on Design, Test, Integration \& Packaging of MEMS and MOEMS (DTIP)","","{IEEE}","","","","","","","","","Thermal conductivity detector ; chemical sensor ; Transient ; Micro-fabrication","https://hal.archives-ouvertes.fr/hal-02182952/file/DTIP2019-HanyAli.pdf",""
6,"","ali:hal-02182952","Ali, Hany A.; Pirro, Michele; Poulichet, Patrick; CESAR, William; Marty, Fr{\'e}d{\'e}ric; AZZOUZ, I. M. A. D. E. D. D. I. N. E.; Gnambodoe-Capochichi, Martine; Nefzaoui, E. & Bourouina, Tarik","Thermal aspects of a micro thermal conductivity detector for micro gas chromatography","",,,"May","1-6",2019,"Paris, France","","https://hal.archives-ouvertes.fr/hal-02182952","{2019 Symposium on Design, Test, Integration \& Packaging of MEMS and MOEMS (DTIP)}","","","2019 Symposium on Design, Test, Integration \& Packaging of MEMS and MOEMS (DTIP)","","{IEEE}","","","","","","","","","Thermal conductivity detector ; chemical sensor ; Transient ; Micro-fabrication","https://hal.archives-ouvertes.fr/hal-02182952/file/DTIP2019-HanyAli.pdf",""
6,"","atitallah:hal-01955368","Atitallah, M.  A.  Ben; Kachouri, Rostom; Mnif, H. & Kammoun, M.","An efficient implementation of GLCM algorithm in FPGA","",,,"December","",2018,"Hammamet, Tunisia","","https://hal-upec-upem.archives-ouvertes.fr/hal-01955368","{IEEE International Conference on Internet of Things, Embedded Systems and Communications (IINTEC)}","","","","","","","","","","","","","","Image analysis applications ; Symmetric Co-occurrence matrix (GLCM) ; Parallel computation ; Haralick's texture feature ; Hardware Implementation ; FPGA ; Vivado HLS ; Optimization ; Latency number","https://hal-upec-upem.archives-ouvertes.fr/hal-01955368/file/RK_GLCM_FPGA_1.pdf",""
6,"","barbudo:hal-02013560","Barbudo, Elias; Dokladalova, Eva; Grandpierre, Thierry & George, Laurent","A New Mapping Methodology for Coarse-Grained Programmable Systolic Architectures","",,,"May","",2019,"St Goar, Germany","","https://hal.archives-ouvertes.fr/hal-02013560","{22nd International Workshop on Software and Compilers for Embedded Systems (SCOPES 2019)}","","","","","","","","","","","","","","scheduling ; Mapping methodology ; FPGA ; pipeline-based hardware","https://hal.archives-ouvertes.fr/hal-02013560/file/scopes2019%20%281%29.pdf",""
6,"","barbudo:hal-02013560","Barbudo, Elias; Dokladalova, Eva; Grandpierre, Thierry & George, Laurent","A New Mapping Methodology for Coarse-Grained Programmable Systolic Architectures","",,,"May","",2019,"St Goar, Germany","","https://hal.archives-ouvertes.fr/hal-02013560","{22nd International Workshop on Software and Compilers for Embedded Systems (SCOPES 2019)}","","","","","","","","","","","","","","scheduling ; Mapping methodology ; FPGA ; pipeline-based hardware","https://hal.archives-ouvertes.fr/hal-02013560/file/scopes2019%20%281%29.pdf",""
6,"","barbudo:hal-02013560","Barbudo, Elias; Dokladalova, Eva; Grandpierre, Thierry & George, Laurent","A New Mapping Methodology for Coarse-Grained Programmable Systolic Architectures","",,,"May","",2019,"St Goar, Germany","","https://hal.archives-ouvertes.fr/hal-02013560","{22nd International Workshop on Software and Compilers for Embedded Systems (SCOPES 2019)}","","","","","","","","","","","","","","scheduling ; Mapping methodology ; FPGA ; pipeline-based hardware","https://hal.archives-ouvertes.fr/hal-02013560/file/scopes2019%20%281%29.pdf",""
6,"","barbudo:hal-02104162","Barbudo, Elias; Dokladalova, Eva; Grandpierre, Thierry & George, Laurent","A Mapping Methodology for Coarse-Grained Pipelined Configurable Architectures","",,,"June","",2019,"Renesse, Netherlands","","https://hal-upec-upem.archives-ouvertes.fr/hal-02104162","{14th Workshop on Models and Algorithms for Planning and Scheduling Problems (MAPSP 2019)}","","","","","","","","","","","","","","","https://hal-upec-upem.archives-ouvertes.fr/hal-02104162/file/mapsp2019.pdf",""
6,"","barbudo:hal-02104162","Barbudo, Elias; Dokladalova, Eva; Grandpierre, Thierry & George, Laurent","A Mapping Methodology for Coarse-Grained Pipelined Configurable Architectures","",,,"June","",2019,"Renesse, Netherlands","","https://hal-upec-upem.archives-ouvertes.fr/hal-02104162","{14th Workshop on Models and Algorithms for Planning and Scheduling Problems (MAPSP 2019)}","","","","","","","","","","","","","","","https://hal-upec-upem.archives-ouvertes.fr/hal-02104162/file/mapsp2019.pdf",""
6,"","barbudo:hal-02104162","Barbudo, Elias; Dokladalova, Eva; Grandpierre, Thierry & George, Laurent","A Mapping Methodology for Coarse-Grained Pipelined Configurable Architectures","",,,"June","",2019,"Renesse, Netherlands","","https://hal-upec-upem.archives-ouvertes.fr/hal-02104162","{14th Workshop on Models and Algorithms for Planning and Scheduling Problems (MAPSP 2019)}","","","","","","","","","","","","","","","https://hal-upec-upem.archives-ouvertes.fr/hal-02104162/file/mapsp2019.pdf",""
6,"","bazan:hal-01945673","Bazan, Eric; Dokl{\'a}dal, Petr & Dokladalova, Eva","The Optimal Transport for Image Segmentation","",,,"November","",2018,"Fontainebleau, France","","https://hal.archives-ouvertes.fr/hal-01945673","{French-German Doctoral Workshop}","","","","","","","","","","","","","","","",""
6,"","benatitallah:hal-02172154","Ben Atitallah, Mohamed Amin; Kachouri, Rostom & Mnif, Hassene","A new FPGA accelerator based on circular buffer unit per orientation for a fast and optimised GLCM and Texture feature computation","",,,"April","",2019,"Gammarth, Tunisia","","https://hal-upec-upem.archives-ouvertes.fr/hal-02172154","{IEEE international conference on Design \& Test of integrated micro \& nano-Systems (DTS)}","","","","","","","","","","","","","","Image analysis applications ; Parallel calculation ; Haralick's texture feature ; Hardware/Software Implementation ; Circular buffer unit ; FPGA ; Vivado\_HLS ; Optimization ; Execution time","https://hal-upec-upem.archives-ouvertes.fr/hal-02172154/file/PID5856795.pdf",""
6,"","bennaceur:hal-02172208","Ben Naceur, Mostefa; Kachouri, Rostom; Akil, Mohamed & Saouli, Rachida","A new Online Class-Weighting approach with Deep Neural Networks for image segmentation of Highly Unbalanced Glioblastoma Tumors","",,,"June","",2019,"Gran Canaria, Spain","","https://hal-upec-upem.archives-ouvertes.fr/hal-02172208","{International Work-Conference on Artificial Neural Networks (IWANN-Advances in Computational Intelligence)}","","","Advances in Computational Intelligence 15th International Work-Conference on Artificial Neural Networks, IWANN 2019, Gran Canaria, Spain, June 12-14, 2019, Proceedings,","","","","","","","","","","","","https://hal-upec-upem.archives-ouvertes.fr/hal-02172208/file/paper_174.pdf",""
6,"","bourdeau:hal-02182953","Bourdeau, Mathieu; Iyock, Serge; Werner, David & Nefzaoui, E.","Sensor networks for existing residential buildings performance evaluation","",,,"July","",2019,"Lille, France","","https://hal.archives-ouvertes.fr/hal-02182953","{Smart and Sustainable Citie :Workshop international en technologies de l'information et de la communication au service d'une ville intelligente}","","","","","","","","","","","","","","","https://hal.archives-ouvertes.fr/hal-02182953/file/IWITIC2019_Bourdeau_SensorNetworksForExistingResidentialBuildingsPerformanceEvaluation.pdf",""
6,"","deshpande:hal-02013230","Deshpande, Varun; Badis, Hakim & George, Laurent","BTCmap: Mapping Bitcoin Peer-to-Peer Network Topology","",,,"September","1-6",2018,"Toulouse, France","","https://hal.archives-ouvertes.fr/hal-02013230","{2018 IFIP/IEEE International Conference on Performance Evaluation and Modeling in Wired and Wireless Networks (PEMWN)}","","","","","{IEEE}","","","","","","","","","","",""
6,"","elgheche:hal-02150019","El Gheche, Mireille; Chierchia, Giovanni & Frossard, Pascal","Stochastic Gradient Descent for Spectral Embedding with Implicit Orthogonality Constraint","",,,"May","3567-3571",2019,"Brighton, France","","https://hal.archives-ouvertes.fr/hal-02150019","{ICASSP 2019 - 2019 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)}","","","","","{IEEE}","","","","","","","","","","",""
6,"","elloumi:hal-02004691","Elloumi, Yaroub; Kachouri, Rostom; Hedibedoui, Mohamed & Akil, Mohamed","Strat\'egie de parall\'elisme d'une m\'ethode de segmentation des vaisseaux r\'etiniens sur architecture parall\`ele \`a m\'emoire partag\'ee","",,,"November","",2018,"Monastir, Tunisia","","https://hal-upec-upem.archives-ouvertes.fr/hal-02004691","{WORKSHOP AMINA 2018 ''Applications M{\'e}dicales de l'Informatique : Nouvelles Approches''}","","","","","","","","","","","","","","","https://hal-upec-upem.archives-ouvertes.fr/hal-02004691/file/PAPIER%20AMINA%20Strat%C3%A9gie%20de%20parall%C3%A9lisme%20d%27une%20m%C3%A9thode%20de%20segmentation%20des%20vaisseaux%20r%C3%A9tiniens%20sur%20architecture%20parall%C3%A8le%20%C3%A0%20m%C3%A9moire%20partag%C3%A9e.pdf",""
6,"","ferdous:hal-02151552","Ferdous, Shaun *; Nefzaoui, E.; Marty, Fr{\'e}d{\'e}ric; Erfan, Mazen; Mercier, Bruno; Couty, Magdal{\`e}na; Guo, Xiaofeng; Fran{\c c}ais, Olivier & Bourouina, Tarik","Ateliers et Travaux Pratiques sur le th\`eme des Capteurs pour l'Eau","",,,"November","",2018,"St Malo, France","","https://hal.archives-ouvertes.fr/hal-02151552","{15{\`e}me Journ{\'e}e p{\'e}dagogique du CNFM 2018}","","","","","","","","","","","","","","","",""
6,"","ferdous:hal-02151552","Ferdous, Shaun *; Nefzaoui, E.; Marty, Fr{\'e}d{\'e}ric; Erfan, Mazen; Mercier, Bruno; Couty, Magdal{\`e}na; Guo, Xiaofeng; Fran{\c c}ais, Olivier & Bourouina, Tarik","Ateliers et Travaux Pratiques sur le th\`eme des Capteurs pour l'Eau","",,,"November","",2018,"St Malo, France","","https://hal.archives-ouvertes.fr/hal-02151552","{15{\`e}me Journ{\'e}e p{\'e}dagogique du CNFM 2018}","","","","","","","","","","","","","","","",""
6,"","ferdous:hal-02151552","Ferdous, Shaun *; Nefzaoui, E.; Marty, Fr{\'e}d{\'e}ric; Erfan, Mazen; Mercier, Bruno; Couty, Magdal{\`e}na; Guo, Xiaofeng; Fran{\c c}ais, Olivier & Bourouina, Tarik","Ateliers et Travaux Pratiques sur le th\`eme des Capteurs pour l'Eau","",,,"November","",2018,"St Malo, France","","https://hal.archives-ouvertes.fr/hal-02151552","{15{\`e}me Journ{\'e}e p{\'e}dagogique du CNFM 2018}","","","","","","","","","","","","","","","",""
6,"","ferdous:hal-02151552","Ferdous, Shaun *; Nefzaoui, E.; Marty, Fr{\'e}d{\'e}ric; Erfan, Mazen; Mercier, Bruno; Couty, Magdal{\`e}na; Guo, Xiaofeng; Fran{\c c}ais, Olivier & Bourouina, Tarik","Ateliers et Travaux Pratiques sur le th\`eme des Capteurs pour l'Eau","",,,"November","",2018,"St Malo, France","","https://hal.archives-ouvertes.fr/hal-02151552","{15{\`e}me Journ{\'e}e p{\'e}dagogique du CNFM 2018}","","","","","","","","","","","","","","","",""
6,"","francais:hal-02151548","Fran{\c c}ais, Olivier; Bourouina, Tarik; Lissorgues, Gaelle Bazin; Lionel, Rousseau; Couty, Magdal{\`e}na & Mercier, Bruno","Approche des laboratoires sur puce par l'exp\'erimentation : projet MyLOC","",,,"November","",2018,"St Malo, France","","https://hal.archives-ouvertes.fr/hal-02151548","{15{\`e}me Journ{\'e}e p{\'e}dagogique du CNFM 2018}","","","","","","","","","","","","","","","",""
6,"","francais:hal-02151548","Fran{\c c}ais, Olivier; Bourouina, Tarik; Lissorgues, Gaelle Bazin; Lionel, Rousseau; Couty, Magdal{\`e}na & Mercier, Bruno","Approche des laboratoires sur puce par l'exp\'erimentation : projet MyLOC","",,,"November","",2018,"St Malo, France","","https://hal.archives-ouvertes.fr/hal-02151548","{15{\`e}me Journ{\'e}e p{\'e}dagogique du CNFM 2018}","","","","","","","","","","","","","","","",""
6,"","francais:hal-02151548","Fran{\c c}ais, Olivier; Bourouina, Tarik; Lissorgues, Gaelle Bazin; Lionel, Rousseau; Couty, Magdal{\`e}na & Mercier, Bruno","Approche des laboratoires sur puce par l'exp\'erimentation : projet MyLOC","",,,"November","",2018,"St Malo, France","","https://hal.archives-ouvertes.fr/hal-02151548","{15{\`e}me Journ{\'e}e p{\'e}dagogique du CNFM 2018}","","","","","","","","","","","","","","","",""
6,"","guen:hal-02043092","Guen, Elo{\"i}se; Massoud, A. M.; Alkurdi, Ali; Lucchesi, Christophe; Lacatena, Valeria; Haras, Maciej; Robillard, J. F.; Nefzaoui, E.; Bluet, J. M.; Vaillon, Rodolphe; Gom{\`e}s, S{\'e}verine & Chapuis, Pierre-Olivier","Scanning Thermal Microscopy: Probing temperature and heat dissipation down to the few-nanometers scale","",,,"April","",2019,"Phoenix, United States","","https://hal.archives-ouvertes.fr/hal-02043092","{MRS Spring Meeting Symposium ''Nanoscale Heat Transport: Fundamentals''}","","","","","","","","","","","","","","","",""
6,"","kifouche:hal-02012742","Kifouche, Abdenour; Hamouche, R{\'e}dha; Kocik, R{\'e}my; Rachedi, Abderrezak & Baudoin, Genvieve","Model-Driven Framework to Speed up Design and Exploitation of Sensor Networks","",,,"April","",2019,"Marrakech, Morocco","","https://hal.archives-ouvertes.fr/hal-02012742","{IEEE Wireless Communications and Networking Conference (WCNC)}","","","","","","","","","","","","","","","",""
6,"","kifouche:hal-02012742","Kifouche, Abdenour; Hamouche, R{\'e}dha; Kocik, R{\'e}my; Rachedi, Abderrezak & Baudoin, Genvieve","Model-Driven Framework to Speed up Design and Exploitation of Sensor Networks","",,,"April","",2019,"Marrakech, Morocco","","https://hal.archives-ouvertes.fr/hal-02012742","{IEEE Wireless Communications and Networking Conference (WCNC)}","","","","","","","","","","","","","","","",""
6,"","maggu:hal-01862201","Maggu, Jyoti; Chouzenoux, Emilie; Chierchia, Giovanni & Majumdar, Angshul","Convolutional Transform learning","",11303,,"December","162-174",2018,"Siem Reap, Cambodia","","https://hal.archives-ouvertes.fr/hal-01862201","{25th International Conference on Neural Information Processing (ICONIP 2018)}","","","Lecture Notes in Computer Science","","","","","","","","","","","Proximal approaches ; Representation learning ; Transform learning ; Convolutive models ; Image classification ; Alternating optimization","https://hal.archives-ouvertes.fr/hal-01862201/file/typeinst1.pdf",""
6,"","mariam:hal-02151546","Mariam, Houssein; Poulichet, Patrick; Takhedmit, Hakim; Lionel, Rousseau; Le Pioufle, Bruno; El Fellahi, Abdelhatif; Richalot, Elodie & Fran{\c c}ais, Olivier","Puce microfluidique instrument\'ee pour la caract\'erisation HyperFr\'equence de fluides par spectroscopie di\'electrique","",,,"January","",2019,"Talence, France","","https://hal.archives-ouvertes.fr/hal-02151546","{C2i 2019 : 8{\`e}me Colloque Interdisciplinaire en Instrumentation}","","","","","","","","","","","","","","","",""
6,"","mariam:hal-02151554","Mariam, Houssein; Poulichet, Patrick; Takhedmit, Hakim; Richalot, Elodie & Fran{\c c}ais, Olivier","Mesure hyperfr\'equence large-bande sur puce microfluidique pour la d\'etermination des propri\'et\'es di\'electriques complexes de milieux liquides","",,,"May","",2019,"Caen, France","","https://hal.archives-ouvertes.fr/hal-02151554","{21{\`e}me Journ{\'e}e Nationales Microondes (JNM)}","","","","","","","","","","","","","","","",""
6,"","nefzaoui:hal-02062334","Nefzaoui, E. & Pellegrino, Margot","Co\'evolutions des syst\`emes techniques et des comportements : le cas de la r\'enovation \'energ\'etique","",,,"April","",2019,"Champs-sur-Marne, France","","https://hal.archives-ouvertes.fr/hal-02062334","{Co{\'e}volutions des usages et des syst{\`e}mes sociotechniques de l'{\'e}nergie (s{\'e}minaire Labex Futurs Urbains)}","","","","","","","","","","","","","","","",""
6,"","okamoto:hal-02151887","Okamoto, Yuki; Tsuchiya, Taku; Moslonka, Charles; Lin, Yu-Sheng; Tsang, Sung; Marty, Fr{\'e}d{\'e}ric; Mizushima, Ayako; Sun, Chen-Li; Wang, Hsiang-Yu; Tixier-Mita, Agn{\`e}s; Fran{\c c}ais, Olivier; Le Pioufle, Bruno & Mita, Yoshio","Z-Axis Controllable Mille-Feuille electrode electrorotation device utilizing levitation effect","",,,"June","",2019,"Berlin, Germany","","https://hal.archives-ouvertes.fr/hal-02151887","{Transducers 2019 - EUROSENSORS XXXIII}","","","","","","","","","","","","","","Electrorotation ; dielectrophoresis ; single cell analysis ; microfluidics","https://hal.archives-ouvertes.fr/hal-02151887/file/Okamoto%20Transducers%202019.pdf",""
6,"","robic:hal-02169702","Robic, Julie; Perret, Benjamin; Nkengne, Alex; Couprie, Michel & Talbot, Hugues","Self-dual pattern spectra for characterising the dermal-epidermal junction in 3D reflectance confocal microscopy imaging","",11564,,"","508-519",2019,"Saarbr{\"u}cken, Germany","","https://hal.archives-ouvertes.fr/hal-02169702","{International Symposium on Mathematical Morphology and Its Applications to Signal and Image Processing}","","","Lecture Notes in Computer Science","","{Springer}","","","","","","","","","","https://hal.archives-ouvertes.fr/hal-02169702/file/Robic%20-%20ISMM%202019%20-%20Self-dual%20pattern%20spectra%20for%20characterising%20the%20dermal-epidermal%20junction%20in%203D%20reflectance%20confocal%20microscopy%20imaging..pdf",""
6,"","robic:hal-02169702","Robic, Julie; Perret, Benjamin; Nkengne, Alex; Couprie, Michel & Talbot, Hugues","Self-dual pattern spectra for characterising the dermal-epidermal junction in 3D reflectance confocal microscopy imaging","",11564,,"","508-519",2019,"Saarbr{\"u}cken, Germany","","https://hal.archives-ouvertes.fr/hal-02169702","{International Symposium on Mathematical Morphology and Its Applications to Signal and Image Processing}","","","Lecture Notes in Computer Science","","{Springer}","","","","","","","","","","https://hal.archives-ouvertes.fr/hal-02169702/file/Robic%20-%20ISMM%202019%20-%20Self-dual%20pattern%20spectra%20for%20characterising%20the%20dermal-epidermal%20junction%20in%203D%20reflectance%20confocal%20microscopy%20imaging..pdf",""
6,"","robic:hal-02169702","Robic, Julie; Perret, Benjamin; Nkengne, Alex; Couprie, Michel & Talbot, Hugues","Self-dual pattern spectra for characterising the dermal-epidermal junction in 3D reflectance confocal microscopy imaging","",11564,,"","508-519",2019,"Saarbr{\"u}cken, Germany","","https://hal.archives-ouvertes.fr/hal-02169702","{International Symposium on Mathematical Morphology and Its Applications to Signal and Image Processing}","","","Lecture Notes in Computer Science","","{Springer}","","","","","","","","","","https://hal.archives-ouvertes.fr/hal-02169702/file/Robic%20-%20ISMM%202019%20-%20Self-dual%20pattern%20spectra%20for%20characterising%20the%20dermal-epidermal%20junction%20in%203D%20reflectance%20confocal%20microscopy%20imaging..pdf",""
6,"","santanamaia:hal-02180478","Santana Maia, Deise; Cousty, Jean; Najman, Laurent & Perret, Benjamin","Watersheding hierarchies","",,,"July","",2019,"Saarbr{\"u}cken, Germany","","https://hal.archives-ouvertes.fr/hal-02180478","{International Symposium on Mathematical Morphology}","","","Mathematical Morphology and Its Applications to Signal and Image Processing 14th International Symposium, ISMM 2019, Saarbr{\"u}cken, Germany, July 8-10, 2019, Proceedings","","","","","","","","","","","","https://hal.archives-ouvertes.fr/hal-02180478/file/Watersheding.pdf",""
6,"","santanamaia:hal-02180478","Santana Maia, Deise; Cousty, Jean; Najman, Laurent & Perret, Benjamin","Watersheding hierarchies","",,,"July","",2019,"Saarbr{\"u}cken, Germany","","https://hal.archives-ouvertes.fr/hal-02180478","{International Symposium on Mathematical Morphology}","","","Mathematical Morphology and Its Applications to Signal and Image Processing 14th International Symposium, ISMM 2019, Saarbr{\"u}cken, Germany, July 8-10, 2019, Proceedings","","","","","","","","","","","","https://hal.archives-ouvertes.fr/hal-02180478/file/Watersheding.pdf",""
6,"","santanamaia:hal-02180478","Santana Maia, Deise; Cousty, Jean; Najman, Laurent & Perret, Benjamin","Watersheding hierarchies","",,,"July","",2019,"Saarbr{\"u}cken, Germany","","https://hal.archives-ouvertes.fr/hal-02180478","{International Symposium on Mathematical Morphology}","","","Mathematical Morphology and Its Applications to Signal and Image Processing 14th International Symposium, ISMM 2019, Saarbr{\"u}cken, Germany, July 8-10, 2019, Proceedings","","","","","","","","","","","","https://hal.archives-ouvertes.fr/hal-02180478/file/Watersheding.pdf",""
6,"","santanamaia:hal-02180484","Santana Maia, Deise; Cousty, Jean; Najman, Laurent & Perret, Benjamin","On the probabilities of hierarchical watersheds","",,,"July","",2019,"Saarbr{\"u}cken, Germany","","https://hal.archives-ouvertes.fr/hal-02180484","{International Symposium on Mathematical Morphology}","","","Mathematical Morphology and Its Applications to Signal and Image Processing 14th International Symposium, ISMM 2019, Saarbr{\"u}cken, Germany, July 8-10, 2019, Proceedings","","","","","","","","","","","","https://hal.archives-ouvertes.fr/hal-02180484/file/On_probabilities_of_hierarchical_watersheds_.pdf",""
6,"","santanamaia:hal-02180484","Santana Maia, Deise; Cousty, Jean; Najman, Laurent & Perret, Benjamin","On the probabilities of hierarchical watersheds","",,,"July","",2019,"Saarbr{\"u}cken, Germany","","https://hal.archives-ouvertes.fr/hal-02180484","{International Symposium on Mathematical Morphology}","","","Mathematical Morphology and Its Applications to Signal and Image Processing 14th International Symposium, ISMM 2019, Saarbr{\"u}cken, Germany, July 8-10, 2019, Proceedings","","","","","","","","","","","","https://hal.archives-ouvertes.fr/hal-02180484/file/On_probabilities_of_hierarchical_watersheds_.pdf",""
6,"","santanamaia:hal-02180484","Santana Maia, Deise; Cousty, Jean; Najman, Laurent & Perret, Benjamin","On the probabilities of hierarchical watersheds","",,,"July","",2019,"Saarbr{\"u}cken, Germany","","https://hal.archives-ouvertes.fr/hal-02180484","{International Symposium on Mathematical Morphology}","","","Mathematical Morphology and Its Applications to Signal and Image Processing 14th International Symposium, ISMM 2019, Saarbr{\"u}cken, Germany, July 8-10, 2019, Proceedings","","","","","","","","","","","","https://hal.archives-ouvertes.fr/hal-02180484/file/On_probabilities_of_hierarchical_watersheds_.pdf",""
6,"","sarkar:hal-02182951","Sarkar, Sreyash; Elsayed, Ahmed A.; Nefzaoui, E.; Drevillon, Jeremie; Basset, Philippe; Marty, Fr{\'e}d{\'e}ric; Anwar, Momen; Yu, Yiting; Zhao, Jiancun; Yuan, Xichen; Liang, Zhongzhu; Khalil, Diaa; Sabry, Yasser M. & Bourouina, Tarik","NIR and MIR Absorption of Ultra-Black Silicon(UBS) Application To High Emissivity, All-Silicon, Light Source","",,,"January","",2019,"Seoul, South Korea","","https://hal.archives-ouvertes.fr/hal-02182951","{2019 IEEE 32nd International Conference on Micro Electro Mechanical Systems (MEMS)}","","","","","","","","","","","","","","","https://hal.archives-ouvertes.fr/hal-02182951/file/MEMS2019_Manuscript_Final_3.pdf",""
6,"","sarkar:hal-02182951","Sarkar, Sreyash; Elsayed, Ahmed A.; Nefzaoui, E.; Drevillon, Jeremie; Basset, Philippe; Marty, Fr{\'e}d{\'e}ric; Anwar, Momen; Yu, Yiting; Zhao, Jiancun; Yuan, Xichen; Liang, Zhongzhu; Khalil, Diaa; Sabry, Yasser M. & Bourouina, Tarik","NIR and MIR Absorption of Ultra-Black Silicon(UBS) Application To High Emissivity, All-Silicon, Light Source","",,,"January","",2019,"Seoul, South Korea","","https://hal.archives-ouvertes.fr/hal-02182951","{2019 IEEE 32nd International Conference on Micro Electro Mechanical Systems (MEMS)}","","","","","","","","","","","","","","","https://hal.archives-ouvertes.fr/hal-02182951/file/MEMS2019_Manuscript_Final_3.pdf",""
6,"","sarkar:hal-02182951","Sarkar, Sreyash; Elsayed, Ahmed A.; Nefzaoui, E.; Drevillon, Jeremie; Basset, Philippe; Marty, Fr{\'e}d{\'e}ric; Anwar, Momen; Yu, Yiting; Zhao, Jiancun; Yuan, Xichen; Liang, Zhongzhu; Khalil, Diaa; Sabry, Yasser M. & Bourouina, Tarik","NIR and MIR Absorption of Ultra-Black Silicon(UBS) Application To High Emissivity, All-Silicon, Light Source","",,,"January","",2019,"Seoul, South Korea","","https://hal.archives-ouvertes.fr/hal-02182951","{2019 IEEE 32nd International Conference on Micro Electro Mechanical Systems (MEMS)}","","","","","","","","","","","","","","","https://hal.archives-ouvertes.fr/hal-02182951/file/MEMS2019_Manuscript_Final_3.pdf",""
6,"","sayadia:hal-02004695","Sayadia, Sofien Ben; Elloumi, Yaroub; Kachouri, Rostom; Bedoui, Mohamed Hedi & Akil, Mohamed","D\'etection du Disque Optique : Crit\`eres de performance et Evaluation des m\'ethodes","",,,"November","",2018,"Monastir, Tunisia","","https://hal-upec-upem.archives-ouvertes.fr/hal-02004695","{WORKSHOP AMINA 2018 ''Applications M{\'e}dicales de l'Informatique : Nouvelles Approches''}","","","","","","","","","","","","","","image r{\'e}tinienne ; disque optique ; performance ; taux de d{\'e}tection ; temps d'ex{\'e}cution","https://hal-upec-upem.archives-ouvertes.fr/hal-02004695/file/PAPIER%20AMINA%20D%C3%A9tection%20du%20Disque%20Optique_crit%C3%A8res%20de%20performance%20et%20%C3%A9valuation%20des%20m%C3%A9thodes.pdf",""
